Murray,Carlson,11
Jenkins,Dean,31
Schneider,Perkins,18
Wong,Mendoza,29
Schwartz,Wilson,12
Benson,Young,5
Alexander,Sullivan,5
Dean,Jenkins,61
Armstrong,Salazar,18
Armstrong,Gonzales,54
Guerrero,Park,12
Graves,Harvey,23
Richardson,Young,15
Chavez,Douglas,29
Maldonado,Webb,27
Rose,Washington,5
Gilbert,Clark,6
Miller,Fleming,23
Harris,Price,68
Schneider,Estrada,105
Gilbert,Burton,28
Chapman,Patel,13
Gonzales,Moreno,34
Jimenez,Douglas,13
Stephens,Fowler,5
Gray,Craig,6
Gilbert,Woods,64
Banks,Douglas,95
Douglas,Rogers,58
Schneider,Cook,16
Young,Schneider,11
Carlson,Mcdaniel,31
Barnett,Steele,20
Meyer,Lopez,21
Lynch,Wong,19
Gomez,Brown,23
Vaughn,George,29
Park,Frazier,32
Little,Park,5
Murray,Franklin,23
Morris,Gomez,17
Schwartz,Jennings,56
Collins,Lewis,7
Perez,Burns,42
Ross,Wolfe,15
Brewer,Lawrence,27
Lee,Spencer,42
Lee,Pearson,47
Sanders,Mcdaniel,7
Hale,Sanchez,68
Garrett,Newman,33
Griffin,Chambers,23
Clark,Jenkins,10
Silva,Barker,10
Hill,Banks,26
Mcdaniel,Gonzales,15
Maldonado,Douglas,6
Miles,Armstrong,34
Lee,Horton,7
Webb,Mcdaniel,56
Gardner,Holt,18
Bryant,Guzman,15
Chambers,Griffin,72
Hill,Vega,10
Park,Guerrero,6
Ramirez,George,13
Barnes,Schmidt,11
Weber,Jennings,145
Chambers,Neal,13
Schneider,Ruiz,14
Gomez,Pierce,15
Bell,Wilson,25
Young,Silva,112
Spencer,Watson,25
Munoz,Hamilton,22
Ferguson,Aguilar,17
Olson,Rios,42
Leonard,Hill,49
Nguyen,Spencer,41
Berry,Burton,18
Ford,Sutton,19
Stone,Nelson,56
Murphy,Kim,6
Lewis,Douglas,54
Jimenez,Webb,9
Ramirez,Burns,20
Reyes,Thornton,28
Coleman,Dean,8
Hill,Salazar,21
Douglas,Bryant,24
Mendoza,Robinson,8
Collins,Harris,18
Moreno,Ruiz,5
Delgado,Cunningham,5
Mcdaniel,Robinson,31
Garcia,Allen,6
Torres,Fuller,18
Peterson,Bradley,47
Bryant,Wilson,29
Lucas,Perry,63
Webb,Lee,30
Burns,Shelton,35
Douglas,Murray,40
Jones,Holland,13
Coleman,Thornton,18
Salazar,Nguyen,8
Becker,Frazier,24
Griffin,Stevens,6
Ryan,Schneider,17
Mcdaniel,Arnold,67
Lewis,Nelson,26
Armstrong,Maldonado,9
Chen,Castro,18
Cunningham,Lee,22
Burns,Ramirez,10
Freeman,Cunningham,11
Rose,Hale,11
Bush,Powers,6
Cohen,Porter,11
Chambers,Rice,10
Ferguson,Lowe,24
Chambers,Wilson,46
Cruz,Sandoval,29
Ellis,Webb,22
Lee,Robinson,21
Fowler,Berry,13
George,Lopez,9
Armstrong,Bryant,13
Bradley,Hughes,42
Harper,Fernandez,14
Perkins,Carr,52
Gomez,Martinez,20
Murray,Lynch,21
Garrett,Diaz,44
Greene,Harper,166
Garrett,Allen,19
Jimenez,Mason,14
Carlson,Lewis,21
Nguyen,Carroll,15
Vega,Coleman,8
Park,Armstrong,11
Maldonado,Wilson,9
Thornton,Dean,9
Armstrong,Jordan,25
Mason,Reynolds,20
Spencer,Guerrero,28
Mason,Hughes,155
Mcdaniel,Maldonado,10
Banks,Pearson,11
Miles,Peterson,6
Wilson,Banks,81
Garcia,Patterson,14
Olson,Dunn,28
Murray,Spencer,12
Banks,Lewis,5
James,Garrett,6
Elliott,Stewart,71
Norris,Banks,23
Mccoy,Nelson,42
Neal,Moreno,5
Lee,Cunningham,11
Jones,Lawrence,8
Mendoza,Spencer,95
Schneider,Newman,74
Simmons,Fields,6
Stewart,Jimenez,34
Gibson,Hughes,30
Carroll,Allen,79
Bradley,Lewis,14
Wagner,Simpson,57
Murphy,Thornton,45
Perkins,Walters,26
Lawrence,Hart,15
Arnold,Robinson,23
Garrett,Douglas,27
Carroll,Carlson,22
Diaz,Wilson,17
Garcia,Rice,8
Mcdaniel,Schultz,158
Ruiz,Murray,20
Newman,Delgado,14
Barnes,Lewis,7
Hale,Ortiz,22
Stanley,Jacobs,14
Newman,Watson,63
Banks,Parker,35
Myers,Price,19
Perkins,Salazar,76
James,Lewis,22
Welch,Stone,14
Warner,Ramirez,10
Schneider,Norris,57
Barker,Chambers,11
Hughes,Frazier,5
Hansen,Andrews,64
Murray,Norris,49
Watts,Nguyen,45
Chambers,Bell,51
Douglas,Perkins,51
Aguilar,Ortega,5
Ford,Hughes,19
Robinson,Neal,61
Maldonado,Hopkins,24
Howell,Murray,75
Jenkins,Berry,13
Webb,Jimenez,6
Castillo,Lee,15
Gilbert,Barnett,8
Salazar,Banks,29
Guerrero,Spencer,9
Holt,Hart,12
Graves,Hunter,6
Robinson,Robertson,18
Park,Griffin,88
Davidson,Armstrong,5
Richards,Cole,14
Garcia,Mccarthy,23
Gregory,Banks,13
Arnold,Ford,29
Salazar,Lyons,8
Fernandez,Fisher,148
Moreno,Griffin,7
Ortiz,Hale,117
Black,Dunn,19
Gomez,Frazier,5
Gonzales,Ortega,15
Hall,Hill,40
Morris,Walters,11
Nguyen,Lee,7
Maldonado,Lynch,22
Murphy,Dunn,24
Murray,Neal,6
Santiago,Evans,13
Warren,Nelson,73
Pierce,Carroll,6
Stephens,Berry,45
Shelton,Warner,8
Barnes,Arnold,15
Wilson,Carlson,18
Morgan,Harris,19
Burton,Dean,21
Schneider,Little,40
Cole,Vargas,11
Mendoza,Kelley,19
Patterson,Ferguson,17
Murray,Chambers,8
Barnes,Hughes,41
Horton,Lowe,81
Gonzalez,Rice,22
Hawkins,Perry,23
Horton,Parker,7
Gonzales,Schneider,29
Garrett,Larson,8
Maldonado,Schmidt,9
Pierce,Nguyen,17
Robinson,Peterson,38
Perkins,Larson,5
Murray,Schneider,35
Hernandez,Shelton,36
Wilson,Nguyen,119
Carlson,Mendoza,37
Davidson,Cook,10
Larson,Walters,11
Porter,Davis,19
Holland,Jones,46
Norris,Nguyen,17
Harvey,Silva,9
Douglas,Nguyen,9
Rhodes,Cunningham,5
Carr,Bradley,26
Newman,Mason,10
Newman,Hunt,13
Watson,Spencer,7
Watson,Schmidt,10
Norris,Bryant,53
Peterson,Murray,10
Rice,Kennedy,16
Robertson,Gomez,111
Schmidt,Gomez,14
Kim,Newman,172
Ortiz,Washington,21
Burton,Barnett,43
Morris,Murray,23
Banks,Chambers,42
Wilson,Mason,19
Jennings,Green,30
Stephens,Burton,20
Jenkins,Barnett,8
Newman,Welch,12
Schneider,Wilson,38
Ferguson,Schwartz,6
Lucas,Watts,5
Cole,Hansen,77
Ferguson,Robinson,122
Harvey,Mcdaniel,67
Ortega,Gonzales,7
Dunn,Jennings,41
Garrett,Nguyen,14
Howard,Wilson,19
Washington,Jackson,10
Mcdaniel,Bradley,34
Miller,Silva,7
Hughes,Norris,72
Barnes,Bryant,67
Sanders,Graves,83
Banks,Beck,15
Carroll,Norris,22
Shaw,Warner,9
Washington,Ortiz,9
Neal,Schneider,15
Keller,Richards,44
Garrett,Cook,7
Gibson,Garrett,12
Turner,Bryant,74
Murray,Lee,59
Spencer,Garrett,43
Douglas,Park,158
Montgomery,Chen,9
Hart,Brewer,13
Henry,Salazar,23
Carlson,Schneider,89
Castro,Chen,58
Carlson,Robinson,40
Lewis,Allen,17
Hill,Little,106
Morris,Robinson,13
Munoz,Neal,118
Long,Lucas,5
Schneider,Maldonado,31
Salazar,Carroll,27
Warren,Horton,7
Cohen,Davis,8
Mcdaniel,Spencer,6
Carroll,Warren,21
Robertson,Norris,7
Patterson,Garrett,69
Gibson,Stone,113
Lambert,Gilbert,16
Schwartz,Weaver,14
Bradley,Gomez,21
Maldonado,Graves,8
Gomez,Larson,27
Robinson,Estrada,9
Lewis,Schneider,5
Salazar,Thomas,8
Mcdaniel,Pearson,43
Walters,Hughes,45
Perez,Cole,103
Barnes,Gibson,117
Schneider,Griffin,9
Fowler,Hoffman,17
Gomez,Salazar,8
Martinez,Stanley,16
Griffin,Wilson,6
Chambers,Garrett,19
Newman,Lewis,7
Weaver,Johnston,17
Wheeler,Carr,43
Mcdaniel,Jacobs,56
Patterson,Carroll,7
Salazar,Bradley,25
Chambers,Perkins,14
Lee,Hill,115
White,Keller,20
Arnold,Garrett,59
Ramirez,Perez,32
Silva,Neal,6
Ferguson,Neal,29
Spencer,Lucas,20
Rios,Schwartz,25
Greene,Fields,33
Douglas,Walters,103
Tran,Jenkins,35
Lee,Black,11
Richardson,Lewis,13
Carroll,Jordan,40
Norris,Park,20
Jordan,Ruiz,11
Bryant,Banks,49
Silva,Banks,11
Becker,Stone,17
Richards,Dominguez,7
Jacobs,Pearson,29
Stevens,Moreno,20
Park,Schneider,30
Benson,Arnold,12
Garrett,Jordan,20
Murray,Moreno,60
Norris,Lewis,7
Salazar,Padilla,8
Peterson,Mcdaniel,10
Myers,Little,19
Gomez,Nguyen,9
Lambert,Berry,223
Lewis,Reynolds,34
Harper,Medina,72
Carr,Castillo,9
Robinson,Schmidt,24
Chambers,Banks,24
Hughes,Gomez,14
Bishop,Harris,11
Lee,Thomas,18
Gilbert,Mcdaniel,12
George,Simpson,5
Park,Spencer,6
Harvey,Lowe,36
Carroll,Barker,20
Contreras,Nguyen,6
Stevens,Lynch,12
Bryant,Salazar,20
Allen,Gonzales,9
White,Wallace,10
Lambert,Tran,10
Cohen,Garza,12
Salazar,Ryan,16
Gomez,Moreno,8
Fields,Simmons,59
Hansen,Edwards,28
Welch,Ortega,129
Carr,Walters,5
Nelson,Reynolds,16
Aguilar,Nguyen,8
Armstrong,Robinson,5
Watson,Newman,5
Schwartz,Pearson,8
Griffin,Barnes,9
Newman,Barnes,28
Lynch,Silva,25
Frazier,Nguyen,8
Stanley,Bradley,30
Larson,Gomez,23
Hill,Newman,23
Jones,Holt,119
Alvarez,Fernandez,49
Moreno,Mccoy,5
Gomez,Lynch,24
Schmidt,Mcdaniel,195
Spencer,Vasquez,24
Webb,Sanders,8
Lopez,Shaw,9
Bryant,Estrada,26
Haynes,Barker,5
Wagner,Byrd,11
Spencer,Carlson,7
Evans,Santiago,17
Burke,Brown,19
Rivera,Graham,35
Vasquez,Hill,76
Bishop,Lewis,17
Harrison,Jennings,5
Vasquez,Lowe,26
Tran,Reyes,27
Montgomery,Sullivan,5
Berry,Coleman,9
Chambers,Garcia,9
Bailey,Lewis,11
Peterson,Sutton,5
Thornton,Lambert,73
Bush,Garrett,11
Chambers,Castillo,125
Frazier,Norris,16
Jacobs,Bradley,10
Porter,Garza,6
Lee,Jordan,32
Morris,Arnold,87
Gomez,Lowe,35
Thomas,Schneider,58
Cooper,Nguyen,5
Gutierrez,Porter,10
Harrison,Rhodes,6
Hill,Bennett,6
Spencer,Brown,52
Lee,Barnes,9
Lynch,Lee,15
Watkins,Nguyen,44
Lee,Weber,167
Steele,Elliott,20
Chambers,Carroll,9
Schneider,Thomas,20
Stephens,Miller,5
Hill,Aguilar,37
Rios,Jennings,16
Griffin,Warren,19
Shelton,Richards,33
Garrett,Bryant,21
Gibson,Schneider,8
Franklin,Murray,44
Lewis,Carlson,15
Mcdaniel,Salazar,11
Cook,Barnes,176
Edwards,Hansen,35
Walsh,Chen,20
Douglas,Gonzales,5
Ferguson,Martin,5
Henderson,Reed,28
Lee,Murray,26
Hamilton,Carr,9
Wheeler,Norris,10
Sutton,Lynch,7
Woods,Hill,7
Gomez,Barker,12
Watson,Lucas,6
Hill,Lee,18
Watts,Guerrero,42
Mcdonald,Richardson,37
Carroll,Salazar,49
Ford,Vasquez,93
Robinson,Salazar,19
Mcdaniel,Vasquez,9
Shelton,Lopez,61
Silva,Young,31
Meyer,Shelton,39
Schmidt,Lee,39
Bell,Salazar,11
Salazar,Schmidt,18
Cook,Perkins,5
Webb,Silva,26
Morgan,Castro,21
Berry,Banks,46
Barnes,Welch,5
Chapman,Barker,7
Williams,Shaw,41
Stanley,Kennedy,10
Pearson,Schneider,6
Bradley,Garrett,10
Holmes,Schultz,6
Newman,Salazar,11
Ruiz,Horton,21
Benson,Bryant,39
Maldonado,Schneider,68
Robinson,Mendoza,15
Reyes,Dean,89
Arnold,Powers,114
Moreno,Stevens,11
Larson,Spencer,19
Santos,Medina,30
Douglas,Martinez,54
Wells,Peterson,19
Gonzales,Becker,10
Jensen,Hale,16
Wong,Jacobs,15
Elliott,Berry,28
Ross,Nguyen,16
Munoz,Silva,5
Cox,Morrison,10
Murray,Arnold,15
Stone,Becker,108
Warren,Park,36
Martin,Hughes,23
Garrett,Barnes,11
Jenkins,Fowler,8
Myers,Lewis,15
Park,Bradley,42
Stone,Murray,70
Norris,Gomez,9
Barker,Maldonado,32
Fowler,Tran,24
Jackson,White,24
Lopez,Vaughn,16
Murray,Robinson,10
Moreno,Salazar,15
Banks,Martinez,13
Carroll,James,33
Stanley,Nguyen,108
Schneider,Robinson,50
Lee,Mcdaniel,16
Schmidt,Lewis,6
Wade,Fields,24
Wells,Grant,8
Barnett,Gilbert,7
Lopez,Ramos,12
Gomez,Howell,9
Bush,Walters,22
Gonzales,Chambers,42
Gregory,Woods,26
Fields,Wade,18
Silva,Mcdaniel,21
Harris,Fisher,13
Frazier,Thomas,6
Davis,Garza,42
Ruiz,Ferguson,16
Lynch,Mcdaniel,24
Contreras,Diaz,98
Lewis,Nguyen,5
Chambers,Hill,28
Thornton,Gilbert,11
Bradley,Becker,9
Lewis,Murray,13
Price,Myers,18
Gomez,Douglas,55
Keller,White,11
Young,Spencer,14
Stevens,Pearson,63
Mendoza,Pearson,42
Reyes,Silva,13
Ferguson,Chambers,24
Banks,Carroll,24
Thornton,Reyes,36
Martin,Gibson,20
Bryant,Henderson,18
Garrett,Vasquez,18
Mccarthy,Chambers,36
Lewis,Benson,25
Jennings,Jenkins,40
Fisher,Alvarez,28
Black,Newman,16
Harris,Collins,16
Barnett,Stewart,82
Carter,Arnold,14
Greene,Santos,31
Jimenez,Vega,5
Dean,Steele,28
Aguilar,Diaz,8
Neal,Nguyen,9
Carroll,Gibson,34
Freeman,Rios,10
Lucas,Brown,58
Wilson,Schwartz,48
White,Warner,17
Hayes,Warner,70
Lewis,Salazar,49
Dominguez,George,24
Robinson,Pierce,6
Russell,Fowler,13
Horton,Gomez,63
George,Shaw,79
Fisher,Greene,96
Harvey,Haynes,18
Cook,Hughes,23
Wells,Silva,44
Horton,Hill,47
Bradley,Contreras,12
Woods,Horton,15
Montgomery,Harris,21
Jenkins,Gilbert,42
Peterson,Barnes,24
Spencer,Griffin,7
Perez,Ramirez,6
Hudson,Sullivan,10
Craig,Gray,49
Griffin,Parker,16
Gomez,Carter,12
Vasquez,Peterson,24
Douglas,Barnes,10
Nguyen,Powers,13
Gordon,Henderson,5
Salazar,Silva,14
Bryant,Reed,14
Walters,Carr,82
Olson,Jennings,23
Myers,Chambers,6
Gonzales,Murray,9
Banks,Maldonado,7
Garrett,Gomez,16
Frazier,Perkins,12
Gardner,Gray,14
Thomas,Lee,8
Banks,Woods,88
Lee,Watts,33
Stevens,Lee,57
Little,Myers,21
Munoz,Hall,13
Armstrong,Ferguson,24
Pierce,Douglas,5
Vasquez,Neal,71
Chambers,Bradley,43
Dunn,Harrison,11
Gonzales,Parker,30
Dean,Gilbert,12
Maldonado,Munoz,56
Neal,Turner,13
Jones,Brewer,15
Bailey,Estrada,8
Payne,Sims,17
Garrett,Schneider,16
Shelton,Meyer,12
Fowler,Clark,30
Hoffman,Jenkins,30
Green,Delgado,83
Perez,Hayes,46
Barnett,Richardson,9
Banks,Gregory,14
Mcdaniel,Banks,35
Newman,Harrison,64
Cunningham,Schwartz,35
Silva,Berry,116
Frazier,Griffin,23
Watts,Pearson,53
Mccoy,Hill,13
Welch,Hill,18
Morales,Vazquez,53
Stevens,Howard,18
Walters,Carlson,13
Sanders,Lowe,47
Nelson,Warren,18
Freeman,Harrison,7
Nunez,Shelton,32
Pearson,Mccoy,82
Jennings,Murphy,38
Neal,Ferguson,6
Kim,Murphy,8
Mcdaniel,Adams,22
Peterson,Walters,49
Hayes,Richards,28
Ross,Mcdonald,57
Boyd,Bryant,5
Frazier,Becker,23
Maldonado,Gomez,24
Hernandez,Shaw,15
Bradley,Barker,8
Garrett,Moreno,27
Olson,Weber,21
Berry,Steele,13
Hill,Leonard,20
Schwartz,Duncan,17
Bell,Vasquez,459
Griffin,Stanley,53
Grant,Wells,19
Soto,Obrien,42
Mcdaniel,Mcdonald,42
Arnold,Norris,16
Ruiz,Gordon,22
Chambers,Mccarthy,25
Dominguez,Richards,37
Lowe,Horton,28
Garrett,Ferguson,12
Perez,Hernandez,24
Sutton,Moreno,118
Adams,Chavez,13
Reyes,Nichols,11
Lee,Allen,31
Lewis,Day,9
Lewis,Lee,6
Mcdaniel,Sanders,23
Douglas,Vasquez,6
Henry,Schneider,25
Castillo,Griffin,13
Nichols,Reyes,42
Schwartz,Flores,30
Douglas,Bush,12
Hall,Ferguson,23
Patterson,Watts,7
Newman,Murray,40
Diaz,Gomez,139
Murphy,Gilbert,24
Hoffman,Clark,13
Lynch,Maldonado,22
Morrison,Sims,57
Bradley,Munoz,12
Garrett,Bush,20
Gutierrez,Davis,12
Hayes,George,15
Hughes,Barnes,26
Meyer,Hayes,17
Watts,Schneider,7
Estrada,Walters,16
Wilson,Moreno,5
Salazar,Griffin,5
Watts,Schmidt,142
Webb,Owens,5
Miles,Schmidt,7
Stone,Chambers,46
Diaz,Ferguson,75
Myers,Wong,14
Wilson,Maldonado,40
Gibson,Gomez,29
Gomez,Griffin,63
Flores,Stewart,20
Chambers,Henry,5
Black,Kim,40
Fisher,Fernandez,13
Pearson,Lee,13
Silva,Dean,66
Armstrong,Vasquez,22
Schmidt,Frazier,18
Thomas,Nguyen,26
Gonzales,Mason,8
Welch,Long,6
Douglas,Jacobs,21
Banks,Bryant,96
Jennings,Schwartz,8
Mcdaniel,Douglas,33
Allen,Garrett,83
Padilla,Gregory,15
Frazier,Nelson,10
Stewart,Wells,82
Schmidt,Armstrong,99
Jenkins,Lewis,27
Steele,Turner,133
Powers,Vasquez,33
Watts,Wilson,15
Nichols,King,6
Wong,Peterson,16
Peterson,Miles,53
Robinson,Thomas,62
Washington,Sanchez,54
Barnes,Stanley,7
Davidson,Schneider,34
Bush,Maldonado,8
Chambers,Howard,35
George,Cole,5
Stephens,Jenkins,26
Wagner,Shelton,21
Medina,Harper,11
Norris,Griffin,13
Warner,Dominguez,39
Wade,Greene,22
Flores,Bryant,28
Gonzales,Thomas,31
Murray,Banks,30
Cox,Leonard,15
Ford,Jordan,118
Schwartz,Maldonado,9
Henry,Adams,13
Jordan,Padilla,75
Gomez,Schmidt,18
Delgado,Harrison,12
Fisher,Snyder,8
Fisher,Medina,82
Hunt,Miller,16
Stanley,Rogers,50
Vasquez,Griffin,8
Martinez,Douglas,24
Mason,Wilson,6
Chavez,Pearson,26
Washington,Keller,21
Moreno,Stanley,45
Ferguson,Griffin,70
Harris,Austin,14
Warner,Vaughn,23
Jennings,Weber,13
Richards,Jackson,12
Kennedy,Graves,17
Stanley,Maldonado,6
Chavez,Adams,6
Becker,Schneider,15
Russell,Barnett,29
Barnes,Gomez,59
Murray,Miller,29
Murray,Ryan,108
Hayes,Ramirez,5
Stanley,Howell,7
Stanley,Henry,26
Richards,Keller,68
Delgado,Green,39
Lee,Ford,104
Walters,Mason,45
Davis,Cohen,58
Stanley,Lane,55
Schneider,Guerrero,6
Henderson,Bryant,23
Pierce,Wilson,7
Martin,Schwartz,14
Pierce,Gomez,85
Gibson,Castillo,18
Thornton,Murphy,11
Larson,Thomas,65
Rogers,Mcdaniel,9
Estrada,Bryant,31
Gibson,Gonzales,13
Young,Carlson,60
Carlson,Lynch,6
Walters,Thomas,16
Armstrong,Larson,30
Medina,Kelly,16
Perez,Shaw,115
Frazier,Hughes,8
Hoffman,Tran,27
Bryant,Griffin,51
James,Schneider,17
Salazar,Spencer,11
Spencer,Estrada,26
Gibson,Mcdaniel,5
Rice,Robertson,27
Schneider,Carlson,19
Kim,Harrison,6
Hill,Armstrong,37
Aguilar,Robinson,11
Garrett,Hanson,23
Rios,Freeman,29
Hall,Armstrong,5
Coleman,Burton,16
Lee,Howell,19
Elliott,Burton,8
Lewis,Howard,38
Guerrero,Pierce,18
Jacobs,Robinson,36
Ruiz,Arnold,28
Silva,Carlson,11
Garrett,Wilson,9
Howell,Robertson,10
Wilson,Arnold,8
Banks,Gonzales,67
Pena,Burke,9
Stephens,Coleman,13
Mcdaniel,Ray,9
Reynolds,Nelson,33
Robertson,Woods,38
Dean,Elliott,8
Carroll,Horton,49
Patterson,Pierce,36
Lynch,Henry,36
Simmons,Greene,22
Perkins,Cook,9
Vaughn,Ramirez,151
Lewis,Pierce,56
Mason,Jimenez,6
Schneider,Mason,28
Martin,Hall,10
Hamilton,Schwartz,50
Cole,Simpson,42
Jordan,Carter,13
Davidson,Perkins,17
Nguyen,Schmidt,13
Garrett,Lee,31
Nguyen,Arnold,5
Cole,Jackson,10
Carlson,Perry,37
Estrada,Newman,14
Watts,Salazar,28
Moreno,Pearson,6
Schneider,Moreno,16
Schneider,Stanley,96
Chambers,Myers,29
Lopez,Richards,10
Ferguson,Nguyen,8
Benson,Little,11
Murray,Bush,88
Neal,Robinson,12
Russell,Burton,9
Turner,Neal,24
Brewer,Holland,59
Brewer,Craig,6
Thomas,Little,16
Garrett,Aguilar,31
Bush,Carter,49
Wilson,Henry,7
Burton,Jenkins,178
Murray,Griffin,29
Jennings,Freeman,15
Silva,Douglas,8
Freeman,Dunn,37
Schneider,Patterson,42
Perkins,Chambers,13
Santos,Alvarez,40
Ruiz,Perkins,13
Richards,Morrison,10
Phillips,Santos,12
Nguyen,Norris,20
Salazar,Cook,8
Dean,Russell,28
Garrett,Walters,34
Lynch,Becker,36
Bradley,Mcdaniel,8
Palmer,Dixon,40
Rose,Jensen,10
Robinson,Frazier,30
Schwartz,Barker,16
Hughes,Hall,23
Barnes,Peterson,87
Nguyen,Gonzales,11
Murray,Estrada,15
Graves,Schultz,16
Gray,Gardner,58
Henry,Nguyen,8
Diaz,Bradley,12
Stanley,Barnes,50
Allen,Vasquez,22
Hughes,Bryant,26
Mcdaniel,Chambers,14
Garrett,Barker,19
Arnold,Barnes,69
Salazar,Pearson,6
Ferguson,Norris,71
Ford,Salazar,32
Garrett,Pearson,54
Johnson,Thornton,35
Schneider,Larson,18
Murray,Hunt,15
Lewis,Gomez,21
Turner,Schneider,11
Allen,Pearson,23
Harris,Morrison,15
Robinson,Mccoy,15
Mcdaniel,Hill,17
Wells,Thornton,6
Shelton,Burns,55
Lane,Banks,102
Larson,Little,10
Black,Lee,17
Hayes,Williams,60
Carr,Thomas,9
Nelson,Stone,6
Greene,Fisher,36
Webb,Harvey,8
Adams,Weaver,11
Gonzales,Allen,48
Harper,Santos,8
Sutton,Peterson,25
Lewis,Patterson,10
Garcia,Stanley,37
Stanley,Robinson,21
Stone,Gomez,5
Henry,Lynch,105
Howell,Ruiz,6
Lee,Norris,99
Cunningham,Rhodes,29
Munoz,Hughes,11
Moreno,Gomez,14
Diaz,Lewis,23
Byrd,Jensen,38
Gonzalez,Barker,13
Larson,Ruiz,11
Newman,Jennings,75
Gomez,Allen,22
Williams,Cole,11
Morris,Garrett,20
Reynolds,Pearson,8
Bennett,Beck,5
Woods,Nguyen,11
Myers,Frazier,33
Patel,Reed,10
Lowe,Armstrong,35
James,Bryant,21
Hill,Mccoy,40
Vasquez,Arnold,189
Snyder,Scott,11
Reynolds,Bryant,11
Carroll,Jacobs,35
Wong,Salazar,10
Neal,Watts,7
Coleman,Vega,8
Kelly,Fisher,41
Ryan,Long,7
Ruiz,Moreno,34
Wheeler,Hughes,21
Vasquez,Pearson,6
Carroll,Lucas,67
Garza,Morales,9
Garrett,Banks,38
Barker,Banks,6
Walters,Little,35
Peterson,Henry,16
Stone,Silva,19
Murray,Peterson,27
Ferguson,Hill,14
Mccoy,Welch,154
Powers,Weaver,11
Mcdaniel,Miles,10
Ortiz,Sanchez,11
Armstrong,Castillo,45
Jordan,Morris,59
Warner,George,17
Park,Mcdaniel,78
Mcdaniel,Pierce,21
Park,Carr,15
Powers,Young,13
Lewis,Watkins,29
Castillo,Wilson,9
Armstrong,Griffin,5
Watts,Banks,13
Gonzalez,Pierce,35
Stewart,Maldonado,46
Jacobs,Lewis,28
Griffin,Garrett,28
Ramirez,Roberts,14
Harris,Bishop,11
Vasquez,Maldonado,9
Watson,Mcdaniel,5
Lynch,Garrett,10
Watts,Estrada,6
Lyons,Salazar,15
Benson,Ferguson,16
Carroll,Howell,35
Jackson,Shelton,46
Graves,Mcdaniel,8
Thomas,Robinson,8
Coleman,Russell,55
Ramirez,Hale,67
Gomez,Bell,11
Thomas,Chambers,9
Schneider,Sutton,45
Flores,Turner,5
Jackson,Washington,40
Jordan,Barnes,19
Jensen,Byrd,12
Gomez,Maldonado,12
Castillo,Vasquez,6
Parker,Gonzales,16
Allen,Garcia,118
Salazar,Newman,21
Robinson,Pearson,10
Watson,Long,5
Lynch,Gomez,14
Spencer,Schneider,13
Nguyen,Benson,96
Banks,Salazar,44
Hunt,Welch,13
Spencer,Ryan,10
Jimenez,Bryant,58
Russell,Steele,21
Walters,Bryant,6
Garza,Porter,30
Silva,Gilbert,12
Garcia,Haynes,43
Boyd,Dean,24
Collins,Myers,5
Dixon,Harris,25
Barnett,Reyes,36
Jordan,Gonzales,44
Hughes,Ford,22
Vaughn,Shelton,34
Banks,Vasquez,5
Long,Welch,13
Walters,Douglas,7
Cunningham,Delgado,47
Schneider,Watts,11
Howell,Little,10
Mendoza,Carlson,19
Rhodes,Weber,31
Gonzales,Barnes,19
Robertson,Gonzales,21
Ross,Gilbert,16
Robinson,Bryant,19
Schneider,Turner,20
Clark,Gilbert,25
Murray,Jordan,26
Bryant,Park,69
George,Dominguez,14
Henderson,Peters,14
Neal,Bennett,31
Neal,Carlson,14
Contreras,Ferguson,35
Pearson,Moreno,10
Harper,Snyder,53
Newman,Diaz,11
Vasquez,Carroll,14
Gilbert,Steele,37
Wilson,Watson,15
Hamilton,Neal,10
Guzman,Hawkins,25
Ross,Lynch,16
Bell,Garrett,43
Jacobs,Salazar,13
Cole,Richards,24
Jennings,Thornton,21
Carlson,Young,51
Sanchez,Washington,11
Jensen,Washington,18
Lewis,Lynch,24
Garrett,Morris,7
Schmidt,Horton,8
Schwartz,Young,6
Gardner,Brewer,72
Nguyen,Jacobs,19
Williams,Hayes,9
Mcdaniel,Powers,9
Larson,Nguyen,36
Neal,Hill,60
Coleman,Clark,39
James,Newman,12
Fowler,Russell,9
Scott,Snyder,18
Bradley,Hopkins,6
Harvey,Chambers,49
Ferguson,Black,17
Wheeler,Austin,15
Shaw,Dominguez,13
Thornton,Stephens,53
Watkins,Carter,18
Lowe,Schwartz,24
Horton,Vasquez,42
Martinez,Banks,46
Rogers,Nguyen,15
Schmidt,Perkins,11
Maldonado,Banks,63
Wolfe,Ross,16
Berry,Lambert,24
Wilson,Young,17
Lee,Estrada,5
Thomas,Gonzales,32
Peterson,Robinson,58
Turner,Barnett,7
Santos,Fisher,26
Jennings,Rhodes,34
Woods,Diaz,23
Carr,Barker,28
Jordan,Schneider,10
Elliott,Stephens,112
Mendoza,Mcdaniel,46
Boyd,Henderson,28
Stewart,Hoffman,27
Fleming,Miller,10
Dean,Reyes,7
Mcdaniel,Silva,15
Perry,Becker,106
Bryant,Jimenez,5
Pearson,Banks,29
Hughes,Carr,7
Sanchez,Hale,48
Maldonado,Sanders,115
Garcia,Graves,23
Shaw,Simpson,25
Murray,Maldonado,44
Fox,Nichols,13
Nelson,Carroll,9
